Fid,Age,Gender,Street,City,Latitude,Longitude,Community,Followers,Retweets,Likes,Unlikes,Label
172.217.10.72-10.42.0.151-443-45936-6,69,Male,570 Pine Avenue,Sparwood,49.721453,-114.892672,Neighbourhood,688,60,71,10,1
172.217.10.142-10.42.0.151-443-60379-6,62,Male,951 Murray Street,Lillooet,50.689254,-121.939063,Education,103,57,37,10,1
10.42.0.211-31.13.80.52-42524-443-6,69,Male,951 Murray Street,Lillooet,50.689254,-121.939063,Education,349,54,37,11,1
10.42.0.211-104.93.172.160-40741-443-6,56,Male,951 Murray Street,Lillooet,50.689254,-121.939063,Sports,170,65,95,10,1
10.42.0.151-123.125.29.220-52953-80-6,61,Female,951 Murray Street,Lillooet,50.689254,-121.939063,Politics,78,88,77,11,0
10.42.0.211-52.84.26.207-42465-443-6,69,Male,2268 Pandosy Street,Kelowna,49.873281,-119.491273,Music,194,60,37,11,1
172.217.11.34-10.42.0.211-443-39495-6,78,Female,2268 Pandosy Street,Kelowna,49.873281,-119.491273,Sports,126,65,113,11,0
10.42.0.151-52.84.145.243-37785-443-6,60,Male,455 Leon Avenue,Kelowna,49.88441,-119.494202,Politics,224,0,37,11,0
183.79.249.252-10.42.0.151-443-47658-6,53,Male,455 Leon Avenue,Kelowna,49.88441,-119.494202,Business,98,37,67,12,0
10.42.0.211-52.84.29.154-48948-443-6,59,Male,555 Cedar Avenue S,100 Mile House,51.638711,-121.292384,Neighbourhood,252,37,67,12,0
8.0.6.4-8.6.0.1-0-0-0,34,Male,555 Cedar Avenue S,100 Mile House,51.638711,-121.292384,Education,607,100,37,22,1
175.100.207.233-10.42.0.211-80-52003-6,62,Female,709 10th Street,Castlegar,49.314395,-117.659998,Sports,331,60,37,10,0
10.42.0.151-64.71.142.110-39217-443-6,70,Female,709 10th Street,Castlegar,49.314395,-117.659998,Politics,398,63,1,10,0
10.42.0.211-50.18.174.184-34690-443-6,37,Male,20 23rd Avenue S,Cranbrook,49.510746,-115.751151,Business,103,60,37,10,0
172.217.10.10-10.42.0.151-443-58740-6,59,Female,20 23rd Avenue S,Cranbrook,49.510746,-115.751151,Neighbourhood,241,57,1,10,0
10.42.0.211-64.71.142.124-37842-443-6,55,Male,519 Columbia Street,Kamloops,50.67144,-120.329109,Politics,803,57,37,10,0
10.42.0.151-10.42.0.1-14609-53-17,44,Male,519 Columbia Street,Kamloops,50.67144,-120.329109,Business,203,48,83,11,1
192.229.173.173-10.42.0.42-80-51422-6,56,Female,740 Carmi Avenue,Penticton,49.482621,-119.575006,Neighbourhood,96,50,13,11,1
10.42.0.211-10.42.0.1-33922-53-17,56,Female,740 Carmi Avenue,Penticton,49.482621,-119.575006,Education,238,20,93,22,0
10.42.0.211-121.12.98.64-56589-80-6,76,Male,851 16th Street NE,Salmon Arm,50.705422,-119.268678,Neighbourhood,153,49,29,10,1
10.42.0.211-104.193.88.109-53971-80-6,60,Female,851 16th Street NE,Salmon Arm,50.705422,-119.268678,Politics,481,75,39,14,0
10.42.0.211-113.108.216.233-47394-80-6,56,Male,1440 14th Avenue,Vernon,50.251803,-119.248454,Business,119,65,85,14,1
10.42.0.211-104.47.151.128-41815-443-6,58,Male,1440 14th Avenue,Vernon,50.251803,-119.248454,Neighbourhood,245,70,1,14,1
10.42.0.211-58.63.236.212-53745-443-6,52,Female,540 Borland Street,Williams Lake,52.129921,-122.138566,Education,152,82,99,14,0
10.42.0.211-119.146.74.33-54397-443-6,64,Male,540 Borland Street,Williams Lake,52.129921,-122.138566,Sports,418,80,37,14,0
172.217.12.142-10.42.0.151-443-40433-6,58,Male,200-235 Lansdowne Street,Kamloops,50.67668,-120.335827,Politics,421,82,99,14,0
10.42.0.211-64.71.142.96-47181-443-6,73,Male,200-235 Lansdowne Street,Kamloops,50.67668,-120.335827,Music,198,68,1,14,1
172.217.10.42-10.42.0.151-443-45170-6,49,Male,505 Doyle Avenue,Kelowna,49.888762,-119.492542,Sports,175,76,71,14,1
216.58.219.238-10.42.0.42-443-42326-6,57,Male,505 Doyle Avenue,Kelowna,49.888762,-119.492542,Politics,374,70,29,14,0
10.42.0.151-31.13.80.5-34975-443-6,46,Male,333 Victoria Street,Nelson,49.490375,-117.295536,Business,51,60,99,11,0
172.217.8.4-10.42.0.211-443-59867-6,59,Male,333 Victoria Street,Nelson,49.490375,-117.295536,Neighbourhood,263,74,37,11,0
172.217.11.46-10.42.0.151-443-53998-6,49,Male,1500 Columbia Avenue,Trail,49.098068,-117.70327,Education,257,55,37,12,0
10.42.0.1-10.42.0.42-53-35043-17,46,Male,1500 Columbia Avenue,Trail,49.098068,-117.70327,Sports,229,65,37,11,0
172.217.6.202-10.42.0.42-443-57418-6,63,Female,20 23rd Avenue S,Cranbrook,49.510746,-115.751151,Politics,154,51,71,21,0
172.217.3.110-10.42.0.151-443-52531-6,73,Male,20 23rd Avenue S,Cranbrook,49.510746,-115.751151,Education,278,53,85,10,0
174.35.73.111-10.42.0.211-80-36575-6,54,Female,243 16th Avenue N,Creston,49.097769,-116.507203,Sports,306,92,29,21,1
198.105.244.11-10.42.0.42-80-36998-6,57,Male,243 16th Avenue N,Creston,49.097769,-116.507203,Politics,114,88,77,21,1
10.42.0.151-111.206.25.159-54798-80-6,51,Male,835 9th Avenue S,Golden,51.296527,-116.966604,Music,24,80,13,21,1
220.243.219.55-10.42.0.211-80-56693-6,62,Male,835 9th Avenue S,Golden,51.296527,-116.966604,Sports,79,75,71,21,0
10.42.0.211-50.18.123.207-43167-443-6,79,Male,850 10th Avenue,Invermere,50.506441,-116.032224,Politics,169,67,37,14,0
10.42.0.151-66.198.24.243-60454-80-6,65,Male,850 10th Avenue,Invermere,50.506441,-116.032224,Business,332,50,77,14,0
10.42.0.151-10.42.0.1-56736-53-17,52,Male,260 4th Avenue,Kimberley,49.690106,-115.985778,Neighbourhood,263,63,71,14,1
10.42.0.1-10.42.0.42-53-28458-17,38,Male,260 4th Avenue,Kimberley,49.690106,-115.985778,Education,353,63,37,21,0
10.42.0.42-121.12.98.78-44532-80-6,32,Male,4816 89th Street,Osoyoos,49.019402,-119.469439,Sports,108,84,37,11,1
10.42.0.42-31.13.80.5-47864-443-6,41,Female,4816 89th Street,Osoyoos,49.019402,-119.469439,Politics,441,70,37,11,0
10.42.0.42-23.194.110.93-57430-443-6,49,Male,851 16th Street NE,Salmon Arm,50.705422,-119.268678,Business,46,40,29,22,0
10.42.0.151-59.38.112.48-51076-80-6,60,Female,851 16th Street NE,Salmon Arm,50.705422,-119.268678,Neighbourhood,266,39,77,22,1
202.77.129.150-10.42.0.211-80-56649-6,59,Female,570 Pine Avenue,Sparwood,49.721453,-114.892672,Politics,222,65,109,21,0
172.217.10.110-10.42.0.151-443-42736-6,62,Female,570 Pine Avenue,Sparwood,49.721453,-114.892672,Business,1009,55,29,21,1
10.42.0.151-10.42.0.1-55627-53-17,47,Male,1440 14th Avenue,Vernon,50.251803,-119.248454,Neighbourhood,105,55,29,21,0
10.42.0.211-52.94.232.33-35154-443-6,65,Female,1440 14th Avenue,Vernon,50.251803,-119.248454,Education,381,51,1,21,1
172.217.10.42-10.42.0.211-443-47370-6,68,Female,707 10th Street,Castlegar,49.314742,-117.660589,Neighbourhood,228,77,71,21,0
10.42.0.1-10.42.0.42-53-1576-17,53,Male,707 10th Street,Castlegar,49.314742,-117.660589,Politics,128,61,29,22,0
157.240.18.10-10.42.0.151-443-37329-6,70,Female,740 Carmi Avenue,Penticton,49.482621,-119.575006,Business,550,52,37,10,0
10.42.0.42-106.39.169.66-52383-443-6,48,Female,740 Carmi Avenue,Penticton,49.482621,-119.575006,Neighbourhood,764,95,65,10,0
172.217.10.110-10.42.0.211-443-36225-6,61,Male,97 1st Avenue NE,Nakusp,50.238827,-117.795233,Education,113,61,37,10,0
10.42.0.211-69.147.64.33-53258-443-6,54,Female,97 1st Avenue NE,Nakusp,50.238827,-117.795233,Sports,396,67,47,11,0
172.217.10.110-10.42.0.151-443-35574-6,47,Female,673 A Avenue,Kaslo,49.913907,-116.914249,Politics,42,40,71,11,0
10.42.0.42-104.192.110.245-47149-443-6,67,Male,673 A Avenue,Kaslo,49.913907,-116.914249,Music,234,40,71,11,0
10.42.0.151-10.42.0.1-35241-53-17,60,Male,3800 Patten Drive,Armstrong,50.439273,-119.208583,Sports,50,76,37,11,1
174.129.32.117-10.42.0.211-443-54015-6,41,Male,4537 Barriere Town Road,Barriere,51.180406,-120.125113,Politics,110,60,59,10,0
183.79.249.252-10.42.0.42-443-39982-6,59,Male,709 10th Street,Castlegar,49.314395,-117.659998,Business,274,38,35,10,0
172.217.12.174-10.42.0.211-443-58376-6,54,Female,740 Carmi Avenue,Penticton,49.482621,-119.575006,Neighbourhood,191,67,77,22,0
184.72.248.107-10.42.0.211-443-51328-6,66,Male,16452 Highway 20,Tatla Lake,51.898899,-124.583244,Business,305,55,113,10,0
169.53.71.251-10.42.0.151-5222-53029-6,62,Female,260 4th Avenue,Kimberley,49.690106,-115.985778,Neighbourhood,134,79,61,10,0
10.42.0.151-23.199.25.36-48955-80-6,56,Male,333 Victoria Street,Nelson,49.490375,-117.295536,Education,112,64,37,10,0
10.42.0.151-47.88.68.21-56486-443-6,53,Female,413 Baker Avenue,Salmo,49.192695,-117.276273,Sports,217,81,65,10,0
10.42.0.151-23.194.108.102-50471-443-6,46,Male,505 Doyle Avenue,Kelowna,49.888762,-119.492542,Politics,283,85,71,11,0
10.42.0.211-10.42.0.1-2630-53-17,75,Male,1500 Columbia Avenue,Trail,49.098068,-117.70327,Business,353,84,71,21,1
10.42.0.1-10.42.0.42-53-15084-17,45,Male,540 Borland Street,Williams Lake,52.129921,-122.138566,Neighbourhood,212,45,71,21,0
172.217.12.170-10.42.0.211-443-45936-6,50,Female,160-2300 Carrington Road,West Kelowna,49.830649,-119.620395,Politics,225,45,71,21,1
10.42.0.42-23.192.4.224-34397-80-6,41,Male,825 Thompson Avenue,Chase,50.818238,-119.68568,Business,283,50,77,21,1
10.42.0.211-64.71.142.124-41852-443-6,38,Male,5 Beryl Drive,Logan Lake,50.497372,-120.815362,Neighbourhood,1273,64,71,21,1
10.42.0.151-69.147.82.61-34572-443-6,66,Female,519 Columbia Street,Kamloops,50.67144,-120.329109,Education,1574,54,1,21,0
10.42.0.211-119.146.74.34-36834-80-6,61,Male,835 9th Avenue S,Golden,51.296527,-116.966604,Sports,139,69,13,20,0
172.217.10.227-10.42.0.151-443-55235-6,75,Male,570 Pine Avenue,Sparwood,49.721453,-114.892672,Politics,62,59,65,21,1
10.42.0.211-54.192.38.236-54577-443-6,63,Female,155 Gray Road,Kelowna,49.888003,-119.387816,Music,256,53,83,19,0
10.42.0.211-104.88.89.135-41161-443-6,61,Male,700 3rd Street,Keremeos,49.20514,-119.831731,Sports,245,54,1,19,1
10.42.0.211-120.76.223.181-37272-83-6,67,Male,312 15th Avenue N,Creston,49.098163,-116.508329,Politics,161,71,61,21,0
10.42.0.42-23.217.155.120-44299-80-6,61,Male,707 3rd Avenue,Enderby,50.546208,-119.140326,Business,245,93,103,21,0
10.42.0.211-10.42.0.1-36060-53-17,57,Male,1440 14th Avenue,Vernon,50.251803,-119.248454,Neighbourhood,89,60,99,11,0
174.35.73.97-10.42.0.211-80-54404-6,67,Male,3451 Voght Street,Merritt,50.121147,-120.772808,Education,591,76,37,11,1
202.77.129.150-10.42.0.211-80-35289-6,52,Female,97 1st Avenue NE,Nakusp,50.238827,-117.795233,Sports,113,60,111,10,1
172.217.12.131-10.42.0.151-443-37845-6,45,Male,20 23rd Avenue S,Cranbrook,49.510746,-115.751151,Politics,517,70,111,10,0
10.42.0.42-118.123.114.134-54214-80-6,64,Female,951 Murray Street,Lillooet,50.689306,-121.938675,Business,193,60,59,10,0
10.42.0.1-10.42.0.42-53-49994-17,64,Male,7441 2nd Street,Grand Forks,49.034344,-118.43814,Neighbourhood,231,55,111,10,0
10.42.0.211-10.42.0.1-14939-53-17,54,Female,2135 Norris Avenue,Lumby,50.249469,-118.96232,Politics,348,76,37,11,1
203.205.158.62-10.42.0.211-80-40664-6,66,Male,930 Spillway Road,Oliver,49.18452,-119.538582,Business,299,78,37,11,0
10.42.0.211-23.219.23.166-46024-80-6,46,Female,12815 Atkinson Road,Summerland,49.599772,-119.669771,Neighbourhood,103,65,1,11,1
10.42.0.151-64.71.142.124-45666-80-6,70,Female,401 Galena Avenue,New Denver,49.984216,-117.373941,Education,253,0,37,11,0
10.42.0.42-123.125.115.190-34211-80-6,56,Male,700 Ash-Cache Creek Highway,Ashcroft,50.728208,-121.282891,Sports,73,55,111,10,0
10.42.0.211-10.42.0.1-18684-53-17,64,Male,850 10th Avenue,Invermere,50.506441,-116.032224,Politics,164,63,1,10,0
10.42.0.151-10.42.0.1-49723-53-17,56,Male,98 Ridgewood Drive,Princeton,49.452991,-120.529332,Neighbourhood,244,55,71,11,0
10.42.0.1-10.42.0.42-53-59618-17,72,Female,640 Park Drive,Clearwater,51.646945,-120.018229,Politics,191,64,71,11,0
10.42.0.151-31.13.73.7-54070-443-6,52,Female,4816 89th Street,Osoyoos,49.019402,-119.469439,Business,157,95,77,11,0
217.10.138.216-10.42.0.211-80-57856-6,65,Male,1501 5th Avenue,Fernie,49.512769,-115.056676,Neighbourhood,548,73,29,21,0
216.58.219.238-10.42.0.42-443-55660-6,58,Male,851 16th Street NE,Salmon Arm,50.705422,-119.268678,Education,114,60,99,11,0
172.217.11.35-10.42.0.151-443-39503-6,73,Female,1200 Newlands Road,Revelstoke,50.97764,-118.19052,Sports,126,85,19,11,1
220.243.235.201-10.42.0.211-80-44733-6,72,Male,212 Alpine Way,Elkford,50.021306,-114.918185,Politics,161,95,77,11,1
192.229.173.173-10.42.0.151-443-41538-6,59,Male,540 7th Avenue,Midway,49.007496,-118.774354,Music,333,84,13,11,1
10.42.0.211-103.7.30.118-38652-80-6,45,Female,673 A Avenue,Kaslo,49.913883,-116.914089,Sports,155,88,99,11,1
192.229.173.173-10.42.0.211-443-46183-6,56,Male,555 Cedar Avenue S,100 Mile House,51.638711,-121.292384,Politics,152,80,37,21,0
180.149.136.247-10.42.0.211-80-59346-6,51,Male,709 10th Street,Castlegar,49.314395,-117.659998,Business,145,60,77,21,1
172.217.6.194-10.42.0.151-443-51277-6,55,Female,2484 Main Street,West Kelowna,49.830704,-119.630373,Neighbourhood,66,75,37,11,1
203.130.53.126-10.42.0.211-80-54073-6,64,Female,835 9th Avenue S,Golden,51.296527,-116.966604,Education,123,70,29,10,0
203.205.151.47-10.42.0.211-80-35686-6,48,Male,835 9th Avenue S,Golden,51.296527,-116.966604,Sports,74,65,37,11,1
10.42.0.1-10.42.0.42-53-4438-17,34,Male,835 9th Avenue S,Golden,51.296527,-116.966604,Politics,248,80,29,11,0
217.69.136.176-10.42.0.151-443-33485-6,43,Male,243 16th Avenue N,Creston,49.097769,-116.507203,Business,275,83,29,11,1
10.42.0.211-10.42.0.1-6567-53-17,52,Male,243 16th Avenue N,Creston,49.097769,-116.507203,Neighbourhood,984,95,65,11,1
180.149.136.247-10.42.0.211-80-48689-6,63,Male,243 16th Avenue N,Creston,49.097769,-116.507203,Politics,1689,76,39,11,1
175.100.207.233-10.42.0.42-443-52266-6,62,Female,850 10th Avenue,Invermere,50.506441,-116.032224,Business,84,0,37,11,1
173.194.66.156-10.42.0.211-443-48847-6,87,Female,850 10th Avenue,Invermere,50.506441,-116.032224,Neighbourhood,27,65,37,11,1
182.22.25.124-10.42.0.151-443-56819-6,55,Female,850 10th Avenue,Invermere,50.506441,-116.032224,Education,130,61,95,21,1
10.42.0.211-10.42.0.1-58551-53-17,51,Female,570 Pine Avenue,Sparwood,49.721453,-114.892672,Neighbourhood,489,94,71,21,0
10.42.0.42-64.71.142.124-39111-80-6,60,Female,570 Pine Avenue,Sparwood,49.721453,-114.892672,Politics,41,55,77,10,0
10.42.0.211-66.198.178.50-54333-443-6,48,Male,570 Pine Avenue,Sparwood,49.721453,-114.892672,Business,159,60,37,10,1
10.42.0.1-10.42.0.42-53-39910-17,65,Female,260 4th Avenue,Kimberley,49.690106,-115.985778,Neighbourhood,276,41,77,10,0
10.42.0.151-10.42.0.1-13525-53-17,49,Male,260 4th Avenue,Kimberley,49.690106,-115.985778,Education,196,85,71,11,0
202.77.129.150-10.42.0.211-80-42555-6,32,Female,260 4th Avenue,Kimberley,49.690106,-115.985778,Sports,81,90,99,11,0
10.42.0.211-108.174.10.10-56056-443-6,25,Male,20 23rd Avenue S,Cranbrook,49.510746,-115.751151,Politics,865,81,65,10,0
10.42.0.151-10.42.0.1-25874-53-17,28,Male,20 23rd Avenue S,Cranbrook,49.510746,-115.751151,Music,149,60,71,11,0
209.85.201.188-10.42.0.151-5228-53409-6,41,Male,20 23rd Avenue S,Cranbrook,49.510746,-115.751151,Sports,281,75,37,10,0
10.42.0.211-10.42.0.1-5457-53-17,51,Female,200-235 Lansdowne Street,Kamloops,50.67668,-120.335827,Politics,122,70,13,11,0
10.42.0.211-69.147.82.60-54678-443-6,50,Female,200-235 Lansdowne Street,Kamloops,50.67668,-120.335827,Business,361,65,107,11,1
10.42.0.211-72.247.70.190-47995-80-6,43,Male,200-235 Lansdowne Street,Kamloops,50.67668,-120.335827,Neighbourhood,944,48,19,12,1
172.217.12.206-10.42.0.42-443-44189-6,66,Male,505 Doyle Avenue,Kelowna,49.888762,-119.492542,Education,319,96,37,11,1
183.79.250.251-10.42.0.151-443-57790-6,51,Female,505 Doyle Avenue,Kelowna,49.888762,-119.492542,Sports,35,92,99,11,0
173.194.204.113-10.42.0.151-443-49890-17,55,Female,505 Doyle Avenue,Kelowna,49.888762,-119.492542,Politics,143,65,39,11,1
10.42.0.211-36.110.213.49-50229-443-6,49,Female,311 Columbia Street,Kamloops,50.671418,-120.334025,Business,22,65,13,11,0
172.217.12.198-10.42.0.211-443-59019-6,31,Male,2268 Pandosy Street,Kelowna,49.873281,-119.491273,Neighbourhood,90,84,71,21,1
172.217.12.170-10.42.0.151-443-42418-6,76,Male,707 10th Street,Castlegar,49.314742,-117.660589,Politics,505,58,71,21,0
172.217.3.106-10.42.0.211-443-56352-6,64,Male,707 10th Street,Castlegar,49.314742,-117.660589,Business,17,55,53,11,0
151.101.117.140-10.42.0.151-443-48534-6,56,Female,707 10th Street,Castlegar,49.314742,-117.660589,Neighbourhood,404,65,47,11,0
10.42.0.151-104.208.156.39-40391-443-6,48,Male,20 23rd Avenue S,Cranbrook,49.510746,-115.751151,Education,238,65,77,21,1
10.42.0.151-10.42.0.1-16560-53-17,66,Female,20 23rd Avenue S,Cranbrook,49.510746,-115.751151,Education,71,65,95,11,0
10.42.0.211-69.147.82.61-48737-443-6,45,Female,126 King Street,Kamloops,50.690924,-120.360736,Sports,309,41,89,21,0
10.42.0.211-10.42.0.1-61339-53-17,49,Female,126 King Street,Kamloops,50.690924,-120.360736,Politics,408,52,77,21,0
10.42.0.211-75.101.139.105-47892-443-6,61,Male,126 King Street,Kamloops,50.690924,-120.360736,Music,157,51,37,21,1
172.217.12.138-10.42.0.211-443-39971-6,63,Male,505 Doyle Avenue,Kelowna,49.888762,-119.492542,Sports,280,53,71,21,1
10.42.0.211-66.102.255.61-56192-443-6,61,Male,505 Doyle Avenue,Kelowna,49.888762,-119.492542,Politics,374,64,71,21,0
10.42.0.151-95.213.11.181-39329-80-6,68,Female,505 Doyle Avenue,Kelowna,49.888762,-119.492542,Business,365,80,29,11,0
180.149.136.194-10.42.0.42-80-33197-6,45,Male,333 Victoria Street,Nelson,49.490375,-117.295536,Neighbourhood,177,79,37,10,0
151.101.45.140-10.42.0.211-443-48554-6,50,Male,333 Victoria Street,Nelson,49.490375,-117.295536,Education,238,70,71,11,1
10.42.0.151-10.42.0.1-6141-53-17,75,Male,333 Victoria Street,Nelson,49.490375,-117.295536,Sports,31,71,63,11,0
10.42.0.42-66.231.239.120-55593-443-6,67,Male,487 Borland Street,Williams Lake,52.129652,-122.139615,Politics,425,59,37,11,0
10.42.0.42-106.39.169.66-56173-443-6,28,Female,487 Borland Street,Williams Lake,52.129652,-122.139615,Business,77,54,73,21,0
10.42.0.211-64.71.142.124-33651-443-6,65,Male,487 Borland Street,Williams Lake,52.129652,-122.139615,Neighbourhood,223,39,73,21,0
172.217.3.110-10.42.0.211-443-42834-6,49,Male,851 16th Street NE,Salmon Arm,50.705422,-119.268678,Politics,239,90,71,21,0
10.42.0.151-10.42.0.1-44334-53-17,58,Female,851 16th Street NE,Salmon Arm,50.705422,-119.268678,Business,116,66,19,21,0
151.101.129.140-10.42.0.151-80-42846-6,89,Female,851 16th Street NE,Salmon Arm,50.705422,-119.268678,Neighbourhood,308,65,29,21,0
10.42.0.211-52.84.37.117-57337-443-6,67,Female,1500 Columbia Avenue,Trail,49.098068,-117.70327,Education,137,65,71,11,0
182.22.24.252-10.42.0.151-443-38577-6,51,Female,1500 Columbia Avenue,Trail,49.098068,-117.70327,Neighbourhood,162,73,71,11,0
10.42.0.211-95.213.11.133-36028-80-6,51,Female,1500 Columbia Avenue,Trail,49.098068,-117.70327,Politics,134,70,37,21,0
10.42.0.42-111.221.77.173-46360-40024-17,66,Female,1440 14th Avenue,Vernon,50.251803,-119.248454,Business,175,55,37,11,0
10.42.0.211-10.42.0.1-27493-53-17,54,Male,1440 14th Avenue,Vernon,50.251803,-119.248454,Neighbourhood,125,54,37,12,1
10.42.0.1-10.42.0.42-53-1687-17,57,Male,1440 14th Avenue,Vernon,50.251803,-119.248454,Education,211,42,71,12,1
172.217.7.228-10.42.0.211-80-55075-6,59,Female,200-235 Lansdowne Street,Kamloops,50.67668,-120.335827,Sports,180,55,71,12,1
10.42.0.151-10.42.0.1-57716-53-17,57,Male,200-235 Lansdowne Street,Kamloops,50.67668,-120.335827,Politics,67,70,71,12,1
10.42.0.42-23.194.140.226-54690-80-6,52,Male,200-235 Lansdowne Street,Kamloops,50.67668,-120.335827,Music,196,70,71,12,1
192.229.173.173-10.42.0.42-80-51966-6,47,Male,555 Cedar Avenue S,100 Mile House,51.638711,-121.292384,Sports,342,62,65,12,1
10.42.0.151-10.42.0.1-7900-53-17,41,Female,555 Cedar Avenue S,100 Mile House,51.638711,-121.292384,Politics,156,55,113,10,1
172.217.10.238-10.42.0.151-443-36953-6,34,Female,555 Cedar Avenue S,100 Mile House,51.638711,-121.292384,Business,813,47,77,10,1
206.126.112.142-10.42.0.151-443-33251-6,54,Female,700 Ash-Cache Creek Highway,Ashcroft,50.734772,-121.280163,Neighbourhood,178,78,61,10,0
172.217.10.42-10.42.0.42-443-43681-6,88,Female,700 Ash-Cache Creek Highway,Ashcroft,50.734772,-121.280163,Education,142,63,73,10,1
157.240.2.20-10.42.0.211-443-35660-6,35,Female,700 Ash-Cache Creek Highway,Ashcroft,50.734772,-121.280163,Sports,194,45,71,10,1
183.79.250.251-10.42.0.211-443-54371-6,63,Male,825 Thompson Avenue,Chase,50.853873,-119.624369,Politics,132,59,37,22,1
10.42.0.211-123.125.29.220-47542-80-6,50,Male,825 Thompson Avenue,Chase,50.853873,-119.624369,Education,110,60,71,13,1
172.217.12.194-10.42.0.211-443-34883-6,53,Female,825 Thompson Avenue,Chase,50.853873,-119.624369,Sports,109,115,71,20,1
180.76.148.209-10.42.0.211-80-38709-6,74,Female,612 Park Drive,Clearwater,51.646934,-120.021686,Politics,94,64,37,11,0
10.42.0.151-10.42.0.1-44629-53-17,65,Female,612 Park Drive,Clearwater,51.646934,-120.021686,Music,31,64,37,11,1
172.217.10.234-10.42.0.151-443-45140-6,56,Female,612 Park Drive,Clearwater,51.646934,-120.021686,Sports,220,65,59,11,1
216.58.219.194-10.42.0.211-443-49885-6,53,Female,243 16th Avenue N,Creston,49.097769,-116.507203,Politics,489,53,73,12,0
173.194.204.188-10.42.0.151-5228-42398-6,70,Male,243 16th Avenue N,Creston,49.097769,-116.507203,Business,180,84,71,12,1
10.42.0.151-31.13.65.1-55851-443-6,67,Male,243 16th Avenue N,Creston,49.097769,-116.507203,Neighbourhood,314,70,71,12,1
10.42.0.42-104.192.110.245-50583-443-6,42,Female,7441 2nd Street,Grand Forks,49.034228,-118.438175,Education,203,60,71,13,1
10.42.0.211-10.42.0.1-39443-53-17,56,Male,7441 2nd Street,Grand Forks,49.034228,-118.438175,Sports,328,60,111,12,0
10.42.0.211-123.125.29.138-56161-80-6,60,Female,7441 2nd Street,Grand Forks,49.034228,-118.438175,Politics,207,93,71,13,1
10.42.0.211-114.134.80.163-50763-443-6,59,Female,673 A Avenue,Kaslo,49.913907,-116.914249,Business,193,67,71,22,1
172.217.9.238-10.42.0.42-443-33455-6,47,Male,673 A Avenue,Kaslo,49.913907,-116.914249,Neighbourhood,177,60,85,22,1
10.42.0.211-123.125.29.138-36728-443-6,52,Male,673 A Avenue,Kaslo,49.913907,-116.914249,Politics,528,60,85,22,1
10.42.0.211-10.42.0.1-29798-53-17,53,Female,260 4th Avenue,Kimberley,49.690106,-115.985778,Business,183,35,107,21,1
183.79.249.252-10.42.0.211-80-35054-6,60,Male,260 4th Avenue,Kimberley,49.690106,-115.985778,Neighbourhood,238,79,93,21,1
10.42.0.151-120.196.211.8-54269-80-6,57,Male,260 4th Avenue,Kimberley,49.690106,-115.985778,Education,61,88,65,21,1
203.130.53.126-10.42.0.211-80-55056-6,55,Male,951 Murray Street,Lillooet,50.689254,-121.939063,Neighbourhood,70,77,1,11,1
10.42.0.151-10.42.0.1-42603-53-17,57,Female,951 Murray Street,Lillooet,50.689254,-121.939063,Politics,541,57,53,11,1
10.42.0.42-72.21.206.121-35609-443-6,62,Female,951 Murray Street,Lillooet,50.689254,-121.939063,Business,41,98,111,10,1
183.79.249.252-10.42.0.42-443-39822-6,59,Male,5 Beryl Drive,Logan Lake,50.497372,-120.815362,Neighbourhood,93,95,65,10,1
10.42.0.211-68.67.178.111-45898-443-6,45,Male,5 Beryl Drive,Logan Lake,50.497372,-120.815362,Education,149,47,83,11,0
10.42.0.211-64.71.142.124-42987-443-6,67,Female,5 Beryl Drive,Logan Lake,50.497372,-120.815362,Sports,35,50,37,12,1
172.217.12.202-10.42.0.151-443-40968-6,65,Female,3451 Voght Street,Merritt,50.121147,-120.772808,Politics,262,76,37,12,1
198.11.136.24-10.42.0.211-443-33397-6,64,Female,3451 Voght Street,Merritt,50.121147,-120.772808,Music,151,0,109,12,1
10.42.0.211-88.212.196.123-60482-443-6,48,Male,3451 Voght Street,Merritt,50.121147,-120.772808,Sports,135,56,71,20,1
172.217.12.193-10.42.0.211-443-50122-6,47,Male,97 1st Avenue NE,Nakusp,50.238827,-117.795233,Politics,221,41,71,20,1
172.217.6.208-10.42.0.42-443-34590-6,48,Female,97 1st Avenue NE,Nakusp,50.238827,-117.795233,Politics,604,61,71,20,0
10.42.0.211-104.192.110.245-37623-443-6,36,Female,97 1st Avenue NE,Nakusp,50.238827,-117.795233,Business,86,61,71,20,1
172.217.7.131-10.42.0.151-443-58271-6,50,Female,1200 Newlands Road,Revelstoke,50.97764,-118.19052,Neighbourhood,65,60,77,12,1
172.217.5.227-10.42.0.211-80-60086-6,69,Female,1200 Newlands Road,Revelstoke,50.97764,-118.19052,Politics,380,65,73,20,1
172.217.11.46-10.42.0.151-443-56324-6,43,Female,1200 Newlands Road,Revelstoke,50.97764,-118.19052,Business,11,70,71,20,0
10.42.0.211-123.125.29.220-52372-80-6,56,Male,311 Railway Avenue,Salmo,49.19538,-117.278538,Neighbourhood,184,58,29,20,1
10.42.0.151-52.216.1.211-51919-443-6,51,Male,311 Railway Avenue,Salmo,49.19538,-117.278538,Education,405,57,37,19,1
180.149.136.194-10.42.0.42-80-38479-6,70,Male,311 Railway Avenue,Salmo,49.19538,-117.278538,Education,20,36,29,19,1
